GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
Lineups,-201959-203493-203901-203944-1629628-,T. Gibson - R. Bullock - E. Payton - J. Randle - R. Barrett,1610612752,NYK,18,10,8,0.556,79.86166666666666,69,158,0.437,20,44,0.455,29,39,0.744,23,66,89,34,22.0,14,11,13,31,30,187,0.0,58,80,14735,6011,124,122,113,7431,138,180,3974,116,109,5156,76,106,98,176,14678,106,76,14750,14697,126,125,5969
Lineups,-2546-202683-203081-1627884-1629018-,C. Anthony - E. Kanter - D. Lillard - D. Jones Jr. - G. Trent Jr.,1610612757,POR,15,6,9,0.4,79.215,63,158,0.399,21,70,0.3,34,42,0.81,24,53,77,25,15.0,11,11,8,23,36,181,-8.0,101,254,14761,7679,125,145,113,8595,131,93,6247,89,93,4222,69,145,122,261,14561,163,76,14668,14616,98,130,13690
Lineups,-202324-202711-203903-204060-1626220-,D. Favors - B. Bogdanovic - J. Clarkson - J. Ingles - R. O'Neale,1610612762,UTA,16,12,4,0.75,79.15,62,140,0.443,22,69,0.319,28,34,0.824,12,68,80,39,25.0,10,10,11,28,29,174,-9.0,81,46,14165,4974,126,148,133,7335,123,95,6171,125,136,4159,215,99,117,134,14702,189,93,14733,14671,139,138,13943
Lineups,-202689-203935-1627759-1628369-1628464-,K. Walker - M. Smart - J. Brown - J. Tatum - D. Theis,1610612738,BOS,7,1,6,0.143,79.045,75,152,0.493,34,76,0.447,25,30,0.833,9,50,59,45,17.0,12,11,6,30,32,209,13.0,542,2861,14594,8607,127,112,120,6429,67,81,4026,159,170,3930,309,159,173,114,14603,135,76,14557,14691,115,107,389
Lineups,-200768-1626181-1627783-1627832-1628449-,K. Lowry - N. Powell - P. Siakam - F. VanVleet - C. Boucher,1610612761,TOR,15,5,10,0.333,79.02333333333333,73,151,0.483,29,64,0.453,30,38,0.789,16,55,71,47,20.0,11,7,15,36,44,205,7.0,101,370,14781,7835,128,118,122,6496,86,108,4010,112,115,4462,134,135,135,106,14652,163,161,14766,14726,67,111,1211
Lineups,-201586-201587-202331-202695-202704-,S. Ibaka - N. Batum - P. George - K. Leonard - R. Jackson,1610612746,LAC,10,7,3,0.7,78.46333333333334,85,150,0.567,32,61,0.525,16,19,0.842,13,63,76,53,16.0,12,6,6,29,23,218,48.0,271,190,13478,5226,129,92,124,3605,76,114,2373,313,345,3919,187,119,127,94,14583,135,200,14557,14681,208,100,28
Lineups,-203083-1626204-1626224-1628422-1630171-,A. Drummond - L. Nance Jr. - C. Osman - D. Dotson - I. Okoro,1610612739,CLE,6,3,3,0.5,78.08666666666667,63,135,0.467,16,48,0.333,19,29,0.655,15,55,70,38,29.0,17,5,8,29,23,161,10.0,715,833,13478,6055,130,145,141,6750,179,161,5164,241,186,5870,152,135,137,142,14726,75,260,14668,14681,208,152,664
Lineups,-201980-202699-203552-1627732-1628396-,D. Green - T. Harris - S. Curry - B. Simmons - T. Bradley,1610612755,PHI,6,3,3,0.5,78.05,73,151,0.483,22,52,0.423,13,23,0.565,17,62,79,47,26.0,16,9,11,30,26,181,3.0,715,833,13478,6055,131,118,122,6496,123,141,4321,436,256,6139,119,121,119,106,14705,85,107,14733,14691,170,130,2885
Lineups,-1626224-1628386-1629012-1629636-1630171-,C. Osman - J. Allen - C. Sexton - D. Garland - I. Okoro,1610612739,CLE,7,3,4,0.429,78.01666666666667,66,144,0.458,17,58,0.293,18,25,0.72,19,46,65,39,28.0,12,5,6,35,25,167,-22.0,542,833,14165,7631,132,129,130,6924,167,121,6313,261,229,5240,100,173,153,134,14723,135,260,14557,14720,180,145,14720
Lineups,-203457-203493-203944-1629628-1630193-,N. Noel - R. Bullock - J. Randle - R. Barrett - I. Quickley,1610612752,NYK,10,4,6,0.4,77.66,67,136,0.493,26,55,0.473,34,43,0.791,19,53,72,40,29.0,14,7,9,29,28,194,25.0,271,534,14594,7679,133,127,140,6434,105,131,3922,89,88,4458,100,145,132,130,14726,106,161,14704,14681,150,119,106
Lineups,-2738-202710-1628389-1629130-1629639-,A. Iguodala - J. Butler - B. Adebayo - D. Robinson - T. Herro,1610612748,MIA,20,13,7,0.65,76.965,60,120,0.5,16,50,0.32,32,39,0.821,7,58,65,44,26.0,13,8,4,30,35,168,8.0,46,37,14679,5754,134,152,166,4380,179,152,6162,101,109,4167,451,129,153,116,14705,122,134,14262,14691,102,144,974
